Generation,Model Name,Lineage
20250326_202036,NeuroEvolution (NEAT),Gen-20250326_202036-NeuroEvolution (NEAT)
20250326_202036,SGD,Gen-20250326_202036-SGD
20250326_202036,Hybrid_NeuroEvolution (NEAT)_SGD_Gen3,Gen-20250326_202036-Hybrid_NeuroEvolution (NEAT)_SGD_Gen3
