Generation,Model Name,Lineage
20250326_203436,NeuroEvolution (NEAT),Gen-20250326_203436-NeuroEvolution (NEAT)
20250326_203436,SGD,Gen-20250326_203436-SGD
20250326_203436,Hybrid_NeuroEvolution (NEAT)_SGD_Gen3,Gen-20250326_203436-Hybrid_NeuroEvolution (NEAT)_SGD_Gen3
