Generation,Model Name,Lineage
20250326_214329,NeuroEvolution (NEAT),Gen-20250326_214329-NeuroEvolution (NEAT)
20250326_214329,SGD,Gen-20250326_214329-SGD
20250326_214329,Hybrid_NeuroEvolution (NEAT)_SGD_Gen50,Gen-20250326_214329-Hybrid_NeuroEvolution (NEAT)_SGD_Gen50
