Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
,,,,,,,
Open Ended Schemes ( Equity Scheme - Multi Cap Fund ),,,,,,,
,,,,,,,
,,,,,,,
Motilal Oswal Mutual Fund,,,,,,,
147703,Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment,INF247L01981,INF247L01973,22.6195,,,24-Feb-25
147703,Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment,INF247L01981,INF247L01973,22.5897,,,25-Feb-25
147703,Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment,INF247L01981,INF247L01973,22.096,,,27-Feb-25
147703,Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment,INF247L01981,INF247L01973,21.5106,,,28-Feb-25
,,,,,,,
Open Ended Schemes ( Equity Scheme - Mid Cap Fund ),,,,,,,
,,,,,,,
,,,,,,,
Motilal Oswal Mutual Fund,,,,,,,
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,57.7632,,,1-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.8792,,,3-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.2498,,,4-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,55.8796,,,7-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.9977,,,8-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,57.513,,,9-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,57.2875,,,10-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,57.684,,,11-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.1004,,,14-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.3533,,,15-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.0255,,,16-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,57.3392,,,17-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,57.1657,,,18-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.0836,,,21-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,54.9314,,,22-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.3811,,,23-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.0433,,,24-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,55.2749,,,25-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,55.3439,,,28-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,55.581,,,29-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,55.1983,,,30-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,54.7641,,,31-Oct-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,54.7295,,,4-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,54.9966,,,5-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.8596,,,6-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.5615,,,7-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.1448,,,8-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,55.8005,,,11-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,55.3023,,,12-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,53.9424,,,13-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,54.4256,,,14-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,54.6028,,,18-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,55.4509,,,19-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,55.3712,,,21-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,55.9356,,,22-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.5405,,,25-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.5345,,,26-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,57.0003,,,27-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.8579,,,28-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,57.7141,,,29-Nov-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.2383,,,2-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.6009,,,3-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.8783,,,4-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,59.4529,,,5-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,59.7874,,,6-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.2776,,,9-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.243,,,10-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.4179,,,11-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.4021,,,12-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.6371,,,13-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,61.0821,,,16-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.9208,,,17-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.8113,,,18-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.5728,,,19-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.7281,,,20-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.8294,,,23-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.7834,,,24-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,59.2231,,,26-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,59.2592,,,27-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.0901,,,30-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,59.9635,,,31-Dec-24
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.1072,,,1-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.7694,,,2-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,60.3673,,,3-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.9197,,,6-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,59.0815,,,7-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,58.141,,,8-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,57.262,,,9-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,56.2868,,,10-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,53.4878,,,13-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,54.0863,,,14-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,54.0366,,,15-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,54.0603,,,16-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,53.7334,,,17-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,54.0364,,,20-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,51.7698,,,21-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,50.8863,,,22-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,52.6325,,,23-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,51.7714,,,24-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,50.4133,,,27-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,49.9329,,,28-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,51.1121,,,29-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,50.3721,,,30-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,51.2593,,,31-Jan-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,51.4855,,,3-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,52.1083,,,4-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,52.2656,,,5-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,51.5382,,,6-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,51.9397,,,7-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,50.8468,,,10-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,50.0433,,,11-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,49.7239,,,12-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,49.6964,,,13-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,48.9005,,,14-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,48.9224,,,17-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,48.9665,,,18-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,49.3454,,,19-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,49.7488,,,20-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,49.1259,,,21-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,48.8689,,,24-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,48.7044,,,25-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,47.7898,,,27-Feb-25
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01460,INF247L01452,47.3141,,,28-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,123.5642,,,1-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,121.6732,,,3-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,120.3268,,,4-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,119.5349,,,7-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,121.9266,,,8-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,123.029,,,9-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,122.5465,,,10-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,123.3947,,,11-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,124.2855,,,14-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,124.8265,,,15-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,124.1254,,,16-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,122.6573,,,17-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,122.286,,,18-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,119.9712,,,21-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,117.5065,,,22-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,120.6077,,,23-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,119.8852,,,24-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,118.2414,,,25-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,118.389,,,28-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,118.8961,,,29-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,118.0773,,,30-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,117.1484,,,31-Oct-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,117.0743,,,4-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,117.6457,,,5-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,121.6309,,,6-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,120.9932,,,7-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,120.102,,,8-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,119.3653,,,11-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,118.2997,,,12-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,115.3906,,,13-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,116.4242,,,14-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,116.8032,,,18-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,118.6176,,,19-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,118.4472,,,21-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,119.6543,,,22-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,120.9484,,,25-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,120.9355,,,26-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,121.9319,,,27-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,121.6274,,,28-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,123.4589,,,29-Nov-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,124.5802,,,2-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,125.356,,,3-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,125.9493,,,4-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,127.1783,,,5-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,127.8939,,,6-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,128.9426,,,9-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,128.8684,,,10-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,129.2426,,,11-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,129.2088,,,12-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,129.7116,,,13-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,130.6636,,,16-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,130.3184,,,17-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,130.0843,,,18-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,129.5741,,,19-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,125.6279,,,20-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,125.8446,,,23-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,125.7462,,,24-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,126.6868,,,26-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,126.764,,,27-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,128.5415,,,30-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,128.2707,,,31-Dec-24
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,128.5781,,,1-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,129.9946,,,2-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,129.1344,,,3-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,126.0377,,,6-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,126.384,,,7-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,124.3721,,,8-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,122.4917,,,9-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,120.4056,,,10-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,114.4182,,,13-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,115.6985,,,14-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,115.5921,,,15-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,115.6429,,,16-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,114.9436,,,17-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,115.5917,,,20-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,110.743,,,21-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,108.8533,,,22-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,112.5885,,,23-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,110.7465,,,24-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,107.8414,,,27-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,106.8138,,,28-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,109.3362,,,29-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,107.7532,,,30-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,109.6511,,,31-Jan-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,110.135,,,3-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,111.4672,,,4-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,111.8037,,,5-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,110.2476,,,6-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,111.1066,,,7-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,108.7687,,,10-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,107.0499,,,11-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,106.3666,,,12-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,106.3078,,,13-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,104.6052,,,14-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,104.652,,,17-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,104.7465,,,18-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,105.557,,,19-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,106.4199,,,20-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,105.0875,,,21-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,104.5377,,,24-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,104.1858,,,25-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,102.2294,,,27-Feb-25
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,INF247L01445,,101.2119,,,28-Feb-25
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,54.395,,,1-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,53.5595,,,3-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,52.9653,,,4-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,52.6122,,,7-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,53.6633,,,8-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,54.1469,,,9-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,53.933,,,10-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,54.3048,,,11-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,54.6921,,,14-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,54.9286,,,15-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,54.6185,,,16-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,53.9709,,,17-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,53.806,,,18-Oct-24
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01437,INF247L01429,52.7829,,,21-Oct-24
