pr_auc,roc_auc,model,resampler,dataset,baseline_pr_auc,beats_baseline
0.1419580864608832,0.7724036850921273,Elastic_L0_C10,SMOTEENN,mixed_realistic_w4_n15_d30.csv,0.0452,True
0.13092480537915713,0.7734206748025843,Elastic_L0_C10,Random Undersample,mixed_realistic_w4_n15_d30.csv,0.0452,True
0.15311273892907729,0.7664513041397465,Elastic_L0_C10,Cluster Centroids,mixed_realistic_w4_n15_d30.csv,0.0452,True
0.14731901753072021,0.7774138549892319,Elastic_L0_C10,No Resampling,mixed_realistic_w4_n15_d30.csv,0.0452,True
0.038940055828796685,0.582845853858785,Elastic_L0_C10,Manual Upsampling,noisy_overlap_w2_n20_d0.csv,0.0256,True
0.03895654721781187,0.5904146141215106,Elastic_L0_C10,SMOTE,noisy_overlap_w2_n20_d0.csv,0.0256,True
0.03952494838938091,0.590311986863711,Elastic_L0_C10,ADASYN,noisy_overlap_w2_n20_d0.csv,0.0256,True
0.03373554848641096,0.5767651888341544,Elastic_L0_C10,Borderline SMOTE,noisy_overlap_w2_n20_d0.csv,0.0256,True
0.03895654721781187,0.5904146141215106,Elastic_L0_C10,SMOTETomek,noisy_overlap_w2_n20_d0.csv,0.0256,True
0.03916833802541038,0.5914922003284072,Elastic_L0_C10,SMOTEENN,noisy_overlap_w2_n20_d0.csv,0.0256,True
0.039271304328476246,0.5932881773399015,Elastic_L0_C10,Random Undersample,noisy_overlap_w2_n20_d0.csv,0.0256,True
0.038999893197869416,0.5646038587848932,Elastic_L0_C10,Cluster Centroids,noisy_overlap_w2_n20_d0.csv,0.0256,True
0.04024359256923628,0.5844365763546798,Elastic_L0_C10,No Resampling,noisy_overlap_w2_n20_d0.csv,0.0256,True
