Model,MSE,R² Score,ROC-AUC Score,Accuracy Score,Log Loss,Training Time (s),Prediction Time (s),Fitness Score,Generation,Lineage,Hotness,Cleverness
Gradient Boosting,0.021337946943483274,0.9146482122260668,0.9786620530565167,0.9786620530565168,0.21649941492460065,18.426992893218994,0.0058307647705078125,0.4619949319112876,1,Original,0.7857608602776174,-0.015008382234527717
