Model,MSE,R² Score,ROC-AUC Score,Accuracy Score,Log Loss,Training Time (s),Prediction Time (s),Fitness Score,Generation,Lineage,Hotness,Cleverness
CNN (MLP),0.009925558312655087,0.7714195682999843,0.8995667244367418,0.9900744416873449,0.024776649635184587,1.1388001441955566,0.002012968063354492,0.9900749527806028,1,Original,0.956169153615243,0.12814715613675753
