Model,MSE,R² Score,ROC-AUC Score,Accuracy Score,Log Loss,Training Time (s),Prediction Time (s),Fitness Score,Generation,Lineage,Hotness,Cleverness
Diffusion (GMM),0.045492142266335814,-0.047660311958405366,0.6070111863872696,0.9545078577336642,0.18304236760533008,0.002852916717529297,0.0007541179656982422,0.9565756749596177,1,Original,0.8125616615454698,0.654671498345675
