Model,MSE,R² Score,ROC-AUC Score,Accuracy Score,Log Loss,Training Time (s),Prediction Time (s),Cross-Validation Stability,Fitness Score,Generation,Lineage,Hotness,Cleverness
SGDClassifier,0.02729528535980149,0.34881177776326955,0.7696921720963635,0.9727047146401985,0.27117627637539354,1.0868659019470215,0.0054209232330322266,0.9737393699844293,0.5549585813381572,1,Original,0.8856299043784951,-0.5174846147214807
