date,linchpin__mortgage_rate,linchpin__core_cpi,linchpin__import_prices,linchpin__retail_sales,linchpin__industrial_production,linchpin__nonfarm_payrolls,linchpin__real_gdp_growth,linchpin__10y_treasury_yield,linchpin__s&p500_returns,linchpin__ism_nonmanufacturing_index,linchpin__export_prices
2019-12-31,3.74,266.02,536.7,524954.0,101.9421,151795.0,20985.448,1.86,0.02858981890573009,0.0021867986118842666,-1.5893462094484535e-05
2020-01-31,3.51,266.716,559.4,525411.0,101.3372,152031.0,20693.238,1.76,-0.0016280928190489652,0.0015995429026885778,0.01117997001651807
2020-02-29,3.45,267.37,571.5,525380.0,101.6718,152292.0,20693.238,1.5,-0.08411048363840312,0.001227039880323222,-0.017994681534993416
2020-03-31,3.5,267.054,598.4,477676.0,97.606,150895.0,20693.238,0.87,-0.12511928240892822,-0.03942613131391868,-0.06082000665501965
2020-04-30,3.23,265.746,586.6,408312.0,84.6812,130424.0,19056.617,0.66,0.1268440381652789,-0.10025308682343291,-0.059604853483668216
2020-05-31,3.15,265.412,621.3,484978.0,86.0108,133040.0,19056.617,0.67,0.04528181966555822,0.08074555728312474,0.032230475943686034
2020-06-30,3.13,265.849,625.2,526970.0,91.6745,137671.0,19056.617,0.73,0.01838839651392421,0.04557082137609232,0.02154297718732512
2020-07-31,2.99,267.389,647.1,535644.0,95.0037,139255.0,20548.793,0.62,0.055101321480443666,0.011773591966612273,-0.010884762290898874
2020-08-31,2.91,268.422,735.6,540423.0,95.9294,140819.0,20548.793,0.65,0.07006466690171775,0.008097132194110368,0.07921841700637913
2020-09-30,2.9,268.933,710.7,551131.0,95.8914,141770.0,20548.793,0.68,-0.039227970178423055,0.010522764076048663,-0.00712307435483993
2020-10-31,2.81,269.306,695.1,549271.0,96.5256,142461.0,20771.691,0.79,-0.027665786221379718,0.0005283650352714496,0.021793934965290442
2020-11-30,2.72,269.981,699.4,544421.0,96.9529,142731.0,20771.691,0.87,0.10754563544385909,-0.0022114447632475944,0.024098177434966964
2020-12-31,2.67,270.341,662.4,549300.0,98.2039,142548.0,20771.691,0.93,0.03712145909357001,0.0036001143045832793,-0.012258112324957892
2021-01-31,2.73,270.416,700.9,570510.0,98.8135,142913.0,21058.379,1.08,-0.011136660755445171,0.016296502483076437,0.06140228307346832
2021-02-28,2.97,270.776,666.0,555489.0,95.5072,143422.0,21058.379,1.26,0.026091451377448394,-0.009063762719326853,0.008836156421425281
2021-03-31,3.17,271.453,626.4,616348.0,98.1929,144246.0,21058.379,1.61,0.042438632533165155,0.0462973815036017,0.026575892301436622
2021-04-30,2.98,273.626,637.1,622705.0,98.3317,144611.0,21389.005,1.64,0.05242532134755851,0.007286231928871146,0.014669097234437567
2021-05-31,2.95,275.457,659.9,615543.0,99.1867,145032.0,21389.005,1.62,0.00548648867060697,-0.0017197110924283888,0.017462040564280176
2021-06-30,3.02,277.608,690.0,622125.0,99.6483,145828.0,21389.005,1.52,0.022214009565834747,0.00826638472695831,0.01280345921104733
2021-07-31,2.8,278.639,658.6,612647.0,100.0668,146759.0,21571.421,1.32,0.02274805482838871,-0.0030645211606785466,-0.047955251686901984
2021-08-31,2.87,279.021,658.4,616892.0,100.0412,147246.0,21571.421,1.28,0.028990416255438634,0.004178374216334425,-0.005801158438651544
2021-09-30,3.01,279.727,663.0,620529.0,98.9955,147712.0,21571.421,1.37,-0.047569168801901096,0.0040667876224828705,0.018314899782135276
2021-10-31,3.14,281.649,642.8,630562.0,100.3542,148569.0,21960.388,1.58,0.0691438364006065,0.010269229740103492,0.01748444396192437
2021-11-30,3.1,283.411,653.2,637775.0,101.2684,149206.0,21960.388,1.56,-0.008333706184746159,0.007738675946066764,0.007434766502772217
2021-12-31,3.11,285.221,650.8,632515.0,101.1948,149781.0,21960.388,1.47,0.04361291346206486,-0.000226903951284108,-0.011459625758876546
2022-01-31,3.55,286.799,659.0,644034.0,101.2146,150006.0,21903.85,1.76,-0.052585165027393854,0.009394993872300894,0.04741548643539317
2022-02-28,3.89,288.256,656.9,650522.0,101.8458,150875.0,21903.85,1.93,-0.031360491945908286,0.007291595295907326,0.019248922492622465
2022-03-31,4.67,289.044,703.6,664167.0,102.6732,151346.0,21903.85,2.13,0.03577328837154625,0.010146826332834457,0.05709123811941573
2022-04-30,5.1,290.474,706.7,673245.0,102.9024,151651.0,21919.222,2.75,-0.08795671180434306,0.007556077684577822,0.06190312176354877
2022-05-31,5.1,292.039,685.3,671040.0,102.9659,151892.0,21919.222,2.9,5.317770464463578e-05,0.0007830033516569299,-0.0026153806723364197
2022-06-30,5.7,294.009,673.6,675702.0,102.8224,152353.0,21919.222,3.14,-0.08391999993382682,0.00571318763699491,0.010039019038851307
2022-07-31,5.3,295.08,644.1,671067.0,103.0505,153049.0,22066.784,2.9,0.09111639173021002,-0.00028048801062006165,-0.036091068923302015
2022-08-31,5.55,296.582,647.7,675107.0,103.1703,153286.0,22066.784,2.9,-0.04244012827299837,0.0043997059172117044,0.004321640625873169
2022-09-30,6.7,298.281,623.5,673312.0,103.5326,153513.0,22066.784,3.52,-0.09339567201327437,0.0010993128234482617,0.025795712705175257
2022-10-31,7.08,299.381,620.3,681748.0,103.4442,153913.0,22249.459,3.98,0.0798634138370089,0.006899676013263823,0.024676544179617343
2022-11-30,6.58,300.316,601.5,673674.0,103.1058,154210.0,22249.459,3.89,0.053752893352493114,-0.0032214026118530864,-0.018739637622185546
2022-12-31,6.42,301.433,651.3,666734.0,101.8266,154336.0,22249.459,3.62,-0.05897147407473047,-0.0027597424989696867,0.028630585320886606
2023-01-31,6.13,302.685,674.3,693826.0,102.7476,154780.0,22403.435,3.53,0.0617528578346791,0.018362658476743853,0.01393066605813411
2023-02-28,6.5,304.097,698.9,686434.0,102.8003,155086.0,22403.435,3.75,-0.02611249393181858,-0.0022690126139678357,0.03210520289547018
2023-03-31,6.32,305.123,669.0,679067.0,102.8143,155171.0,22403.435,3.66,0.03505161257710898,-0.0031163089635856574,-0.025178579868088833
2023-04-30,6.43,306.49,732.6,683698.0,103.2241,155387.0,22539.418,3.46,0.014642341662481018,0.004489512374832638,0.037948718676325724
2023-05-31,6.57,307.623,735.3,686672.0,102.9809,155614.0,22539.418,3.57,0.002482347368192972,0.0032872185613429085,0.00931014179616243
2023-06-30,6.71,308.291,716.4,688810.0,102.3809,155871.0,22539.418,3.75,0.06472746490423464,0.002392330665340703,-0.0021164168329992784
2023-07-31,6.81,308.959,701.9,690641.0,103.0722,156019.0,22780.933,3.9,0.031138932355010862,0.001998169181829623,-0.0014700094737621454
2023-08-31,7.18,309.646,711.3,696238.0,103.0951,156176.0,22780.933,4.17,-0.017716390070854016,0.004210591369401628,0.021209343206549637
2023-09-30,7.31,310.616,703.3,702109.0,103.3081,156334.0,22780.933,4.38,-0.048719367465624885,0.004616271113578919,0.005388219038693909
2023-10-31,7.79,311.433,665.5,699365.0,102.5781,156520.0,22960.6,4.8,-0.02197968873798295,-0.00041728472646580534,-0.006906152151016941
2023-11-30,7.22,312.373,727.2,697167.0,102.8868,156661.0,22960.6,4.5,0.08917926878197013,-8.139569223089018e-05,0.0347616149265251
2023-12-31,6.61,313.23,741.0,699821.0,102.6309,156930.0,22960.6,4.02,0.04422923115636013,0.002860913655719499,-0.011021829999104438
2024-01-31,6.69,314.389,749.9,694131.0,101.483,157049.0,23053.545,4.06,0.015895707598991615,-0.0019147233267791776,0.009105494792275693
2024-02-29,6.94,315.555,741.6,700932.0,102.7267,157271.0,23053.545,4.21,0.05172064062372317,0.005455850761296866,0.0029677256999756547
2024-03-31,6.79,316.762,780.5,703738.0,102.5186,157517.0,23053.545,4.21,0.031018779915342964,0.0032180522882548244,0.027374578611404222
2024-04-30,7.17,317.596,834.0,702681.0,102.3568,157635.0,23223.906,4.54,-0.04161507173789869,0.00041381334690422373,0.05073972907733602
2024-05-31,7.03,318.053,842.4,704309.0,102.9797,157828.0,23223.906,4.48,0.0480211901511991,0.0017257210293911032,0.002824479916608568
2024-06-30,6.86,318.343,853.4,702350.0,103.2534,157915.0,23223.906,4.31,0.03466980128308328,-0.0006736706356484047,-0.0007867815362131662
2024-07-31,6.78,318.933,859.1,710851.0,102.5192,158003.0,23400.294,4.25,0.011321316887868749,0.0055646434140729,0.0011113641657867876
2024-08-31,6.35,319.839,880.1,710038.0,103.0196,158074.0,23400.294,3.87,0.022834706936630367,0.0005295443391562848,-0.004808043443512289
2024-09-30,6.08,320.835,912.6,716388.0,102.5954,158314.0,23400.294,3.72,0.020196884090601275,0.004966976233594589,0.011646092975532228
2024-10-31,6.72,321.688,969.1,720393.0,102.2669,158358.0,23542.349,4.1,-0.009896743303151712,0.0031172032103367275,0.05218322549782557
2024-11-30,6.81,322.619,989.4,725079.0,102.0231,158619.0,23542.349,4.36,0.057301295482098835,0.003964594981392655,0.024024794734195942
2024-12-31,6.85,323.296,965.4,730336.0,103.1654,158942.0,23542.349,4.39,-0.02499013704848363,0.004140530742456905,-0.010122880828050717
