date,linchpin__gdp_growth,linchpin__cpi_inflation,linchpin__unemployment_rate,linchpin__vix_index,linchpin__10y_treasury_yield,linchpin__federal_funds_rate,linchpin__consumer_sentiment_index,linchpin__housing_starts,linchpin__initial_jobless_claims,linchpin__industrial_production,linchpin__manufacturing_hours,linchpin__durable_goods_orders,linchpin__pmi_manufacturing
2021-04-30,23368.861,266.625,6.1,18.61,1.64,0.07,88.3,1492.0,574000.0,98.3317,41.6,247400.0,-0.0015297898512671047
2021-05-31,23368.861,268.404,5.8,19.187102197877568,1.62,0.06,82.9,1607.0,427000.0,99.1867,41.5,248259.0,0.003798503009130505
2021-06-30,23368.861,270.71,5.9,15.83,1.52,0.08,85.5,1638.0,369000.0,99.6483,41.3,249305.0,0.0016797592850134823
2021-07-31,23921.991,271.965,5.4,18.24,1.32,0.1,81.2,1600.0,380000.0,100.0668,41.5,253770.0,0.008505629505106959
2021-08-31,23921.991,272.752,5.1,16.48,1.28,0.09,70.3,1595.0,353000.0,100.0412,41.4,260230.0,0.006811613296769225
2021-09-30,23921.991,273.942,4.7,23.14,1.37,0.08,72.8,1563.0,374000.0,98.9955,41.4,251271.0,-0.014509248629252715
2021-10-31,24777.038,276.528,4.5,16.26,1.58,0.08,71.7,1587.0,262000.0,100.3542,41.3,257877.0,0.01265241080512718
2021-11-30,24777.038,278.824,4.2,27.19,1.56,0.08,67.4,1704.0,222000.0,101.2684,41.5,263631.0,0.011790566780513934
2021-12-31,24777.038,280.806,3.9,17.22,1.47,0.08,70.6,1757.0,216000.0,101.1948,41.5,266894.0,0.0034224319074377617
2022-01-31,25215.491,282.542,4.0,24.83,1.76,0.08,67.2,1712.0,231000.0,101.2146,41.2,274707.0,0.006691728419447618
2022-02-28,25215.491,284.525,3.8,30.15,1.93,0.08,62.8,1742.0,209000.0,101.8458,41.5,271418.0,0.001087140872453751
2022-03-31,25215.491,287.467,3.7,20.56,2.13,0.2,59.4,1678.0,214000.0,102.6732,41.5,271005.0,0.0027931270776189844
2022-04-30,25805.791,288.582,3.7,33.4,2.75,0.33,65.2,1828.0,219000.0,102.9024,41.3,272987.0,0.0016412025178580533
2022-05-31,25805.791,291.299,3.6,26.19,2.9,0.77,58.4,1540.0,200000.0,102.9659,41.1,271508.0,-0.002831300789950497
2022-06-30,25805.791,295.072,3.6,28.71,3.14,1.21,50.0,1542.0,212000.0,102.8224,40.9,272166.0,-0.0012902697271777509
2022-07-31,26272.011,294.94,3.5,21.33,2.9,1.68,51.5,1392.0,228000.0,103.0505,41.0,276260.0,0.006133538727042542
2022-08-31,26272.011,295.162,3.6,25.87,2.9,2.33,58.2,1520.0,210000.0,103.1703,40.9,276622.0,0.00012641535051058914
2022-09-30,26272.011,296.421,3.5,31.62,3.52,2.56,58.6,1470.0,189000.0,103.5326,41.0,271946.0,-0.002933016017695877
2022-10-31,26734.277,297.979,3.6,25.88,3.98,3.08,59.9,1440.0,202000.0,103.4442,41.0,279629.0,0.008134044773855953
2022-11-30,26734.277,298.708,3.6,20.58,3.89,3.78,56.7,1420.0,209000.0,103.1058,40.9,273100.0,-0.009044877161805987
2022-12-31,26734.277,298.808,3.5,21.67,3.62,4.1,59.8,1340.0,204000.0,101.8266,40.6,278589.0,-0.00113349894551762
2023-01-31,27164.359,300.456,3.5,19.4,3.53,4.33,64.9,1361.0,200000.0,102.7476,41.0,280844.0,0.00900188855452917
2023-02-28,27164.359,301.476,3.6,20.7,3.75,4.57,66.9,1404.0,209000.0,102.8003,40.7,274314.0,-0.008965361722915188
2023-03-31,27164.359,301.643,3.5,18.7,3.66,4.65,62.0,1342.0,234000.0,102.8143,40.6,280718.0,0.006321026560408427
2023-04-30,27453.815,302.858,3.4,15.78,3.46,4.83,63.7,1368.0,214000.0,103.2241,40.7,286759.0,0.008789192118045163
2023-05-31,27453.815,303.316,3.6,17.94,3.57,5.06,59.0,1583.0,230000.0,102.9809,40.7,287293.0,-0.00038375830961414616
2023-06-30,27453.815,304.099,3.6,13.59,3.75,5.08,64.2,1415.0,236000.0,102.3809,40.7,294857.0,0.0055680272724330845
2023-07-31,27967.697,304.615,3.5,13.63,3.9,5.12,71.5,1473.0,238000.0,103.0722,40.7,285827.0,-0.0064866100462015455
2023-08-31,27967.697,306.138,3.7,13.57,4.17,5.33,69.4,1305.0,234000.0,103.0951,40.7,285317.0,-0.00044641908482406784
2023-09-30,27967.697,307.374,3.8,17.52,4.38,5.33,67.8,1363.0,216000.0,103.3081,40.7,290883.0,0.006678859245091928
2023-10-31,28296.967,307.653,3.9,18.14,4.8,5.33,63.8,1365.0,217000.0,102.5781,40.8,279021.0,-0.01432318064432887
2023-11-30,28296.967,308.087,3.7,12.92,4.5,5.33,61.3,1510.0,214000.0,102.8868,40.6,300639.0,0.022976589266989433
2023-12-31,28296.967,308.735,3.8,12.45,4.02,5.33,69.7,1568.0,198000.0,102.6309,40.3,287397.0,-0.01642548306806428
2024-01-31,28624.069,309.794,3.7,14.35,4.06,5.33,79.0,1376.0,225000.0,101.483,40.2,276538.0,-0.016553504526967043
2024-02-29,28624.069,311.022,3.9,13.4,4.21,5.33,76.9,1546.0,214000.0,102.7267,40.6,279865.0,0.011496445345633675
2024-03-31,28624.069,312.107,3.9,17.914529789710425,4.21,5.33,79.4,1299.0,223000.0,102.5186,40.6,282096.0,0.0015812047898265953
2024-04-30,29016.714,313.016,3.9,15.65,4.54,5.33,77.2,1377.0,209000.0,102.3568,40.6,282737.0,5.0382755097721946e-05
2024-05-31,29016.714,313.14,4.0,12.92,4.48,5.33,69.1,1315.0,221000.0,102.9797,40.9,282987.0,0.00491624301972622
2024-06-30,29016.714,313.131,4.1,12.44,4.31,5.33,68.2,1329.0,238000.0,103.2534,40.8,263541.0,-0.02028545544135124
2024-07-31,29374.914,313.566,4.2,16.36,4.25,5.33,66.4,1262.0,248000.0,102.5192,40.6,289419.0,0.025143182064869242
2024-08-31,29374.914,314.131,4.2,15.0,3.87,5.33,67.9,1379.0,228000.0,103.0196,40.7,286955.0,0.0001372485339415034
2024-09-30,29374.914,314.851,4.1,16.73,3.72,5.13,70.1,1355.0,227000.0,102.5954,40.7,285908.0,-0.0027416619324278748
2024-10-31,29723.864,315.564,4.1,23.16,4.1,4.83,70.5,1344.0,218000.0,102.2669,40.5,288046.0,-0.000511581661493332
2024-11-30,29723.864,316.449,4.2,13.51,4.36,4.64,71.8,1305.0,225000.0,102.0231,40.7,282318.0,-0.005437815550060177
2024-12-31,29723.864,317.603,4.1,17.35,4.39,4.48,74.0,1526.0,209000.0,103.1654,40.9,277348.0,0.0006715164893960953
